Record,Field,User,Datetime,Comment
227,nos_cc_4,ulric063,"2025-09-25 21:29:00","Updating to 'no history of disease' to align with guidance"
228,nos_cc_2,calba1.mgh.harvard.edu,"2025-09-10 14:27:15","Cases were specifically selected from hospitalized population, whereas controls could have been community or hospitalized (I.e., different settings and possibly different symptom burdens) - suggesting reduced TND study quality. Changing to ""Potential for selection bias"" - discussed with LM on 9/10."
228,nos_cc_3,calba1.mgh.harvard.edu,"2025-09-10 14:33:25","Controls must've test negative but could have been hospitalized or not. Discussed with LM and keeping as ""hospital controls"" as the deviance from standard TND norms to ensure selection cases and controls should not warrant an additional point for study quality in this case."
228,ve_comparator_vax_v2,flemi644,"2025-08-07 16:42:08","All non-xbb vaccinated + unvaccinated: listed as ""non-xbb vaccinated"" in table 2, with overall case and control totals matching table 1"
235,nos_cc_1,ejholmes,"2025-08-29 16:09:54","Yes; does only captures strokes leading to hospital admission"
235,nos_cc_8,ejholmes,"2025-08-29 16:14:51","No nonresponse since pulling from national database"
235,population_disagg,abersm.gmail.com,"2025-07-31 09:46:56","Age data not disaggregated by specific vaccine."
236,nos_coh_1,stodd046,"2025-09-04 16:18:08","I am treating BNT/pfizer as exposed and 1273/moderna as unexposed"
236,ve_overall_em_ci_2,emeyerowit.montefiore.org,"2025-08-10 07:31:20",adjusted
238,population_disagg,abersm.gmail.com,"2025-07-30 17:14:46","Individual patient data provided"
239,ae_incidence_yn,emeyerowit.montefiore.org,"2025-08-10 09:03:24","There were too few myocarditis events to disaggregate - listed as < 5 for multiple vaccines."
239,ae_incidence_yn,stodd046,"2025-08-12 10:41:53","After third dose of vaccine (multiple brands aggregated)"
239,ae_incidence_yn_2,emeyerowit.montefiore.org,"2025-08-10 09:04:03","Too few GBS events"
239,ae_outcome_v2,emeyerowit.montefiore.org,"2025-08-10 09:13:16","""any stroke + TIA"""
239,ae_outcome1_vax_n_3,emeyerowit.montefiore.org,"2025-08-10 09:11:25","Sum of 239030 + 232,765 + 414,077 for total BNT162b2 doses given for doses 1,2,3, from Table 1"
239,ae_outcome1_vax_n_4,emeyerowit.montefiore.org,"2025-08-10 09:10:53","Sum of 239030 + 232,765 + 414,077 for total BNT162b2 doses given for doses 1,2,3"
239,ae_outcome1_vax_n_v2,emeyerowit.montefiore.org,"2025-08-10 09:14:13","Number of 3rd dose mRNA-1273 vaccines"
239,ae_outcome1_vax_y_3,emeyerowit.montefiore.org,"2025-08-10 09:06:17","Sum of 48 + 41 + 37 for all events across all 3 doses of BNT162b2"
239,ae_outcome1_vax_y_3,stodd046,"2025-08-12 10:50:33","This information is found in supplementary figures S12-S14"
239,ae_outcome1_vax_y_4,emeyerowit.montefiore.org,"2025-08-10 09:05:39","Sum of 159 + 179  + 235 for all events across all 3 doses of BNT162b2"
239,domain,stodd046,"2025-08-12 10:32:29","Also has VE but out of date range"
240,nos_cc_8,ejholmes,"2025-09-02 09:55:24","National registry"
240,rob_domain_aensi_other,ejholmes,"2025-09-02 09:44:52","flu vaccine + use of statins"
240,rob_type,ejholmes,"2025-09-02 09:47:10",""" Case-centred analysis is similar to a
case-control study without sampling, in which all matched to all available subjects (or reference set) with the same age and sex on the event date of the case, from the entire population"""
241,nos_xs_1,moat0011,"2025-09-10 12:19:34","Rep of transplant pop'n"
241,rob_domain_aensi_other,stodd046,"2025-09-04 16:23:57","Reactivation of the latent varicella-zoster virus can cause herpes zoster (HZ) infection, and renal
transplant recipients undergoing immunosuppressive therapy are particularly susceptible to this condition. This
study aims to evaluate the potential increase in HZ incidence following influenza vaccination among this specific
patient population"
241,rob_screen2,nebasta,"2025-09-27 20:43:43","self-controlled case series automatically controls for confounding"
243,nos_coh_1,ejholmes,"2025-09-04 09:27:17","Very large sample; would not capture uninsured adults/those that do not seek HC"
243,nos_coh_7,ejholmes,"2025-09-04 09:28:28","12 months"
244,domain_ae_include_vax,moat0011,"2025-08-12 13:54:14","Also included AZ, SInovac, and SInopharm"
245,domain_ae_include_vax,abersm.gmail.com,"2025-07-30 14:25:47","Article did not explicitly state influenza vaccine product. They only said that IIV is provided free of charge in Korea"
246,rob_screen1,nebasta,"2025-09-06 17:16:41","Would consider these Vigibase/EudraVigilance/VAERS/other AE-case report-only database analyses not to have a comparator group because there is no [valid] comparator group in the sample, even if the authors subset the sample and compare between two vaccines within the AE database. 

It could also be valid to choose ""yes"" to comparison group, to list study type  as ""case series with comparator group"" and fill in cross-sectional checklist. Both paths lead to the same high risk of bias assessment."
246,virus,scottja.stanford.edu,"2025-08-13 23:20:21","COVID vaccines are included too but not disaggregated."
247,rob2_data1,and05081,"2025-09-05 10:13:40","Data was available for nearly all participants, but no randomization."
247,rob2_msmt2,and05081,"2025-09-05 10:25:50","Selected response for immunogenicity component of study; Response would likely differ for AE component, which involved self-reporting"
248,nos_cc_2,ulric063,"2025-09-25 21:36:44",", we included patients who visited the emergency department or
outpatient clinic with ILI and those who were hospitalized with either laboratory-confirmed
influenza or with symptoms consistent with ILI. The attending
physician performed an influenza rapid antigen test (RAT) or real-time reverse-transcription
polymerase chain reaction (RT-PCR) according to the standard protocols. Patients who
tested positive for influenza RAT or RT-PCR were defined as influenza cases, whereas those
with negative results were regarded as controls."
248,nos_cc_4,ulric063,"2025-09-25 21:37:07","Updating to 'no history of disease' to align with guidance"
249,ae_incidence_yn,flemi644,"2025-08-08 11:14:46","Number of administered doses"
249,ae_outcome_2,flemi644,"2025-08-08 12:28:00","""acute cardiovascular injury"" = ""myocarditis, pericarditis, and others;"" not disaggregated by vaccine brand"
249,ae_outcome_2_v2,flemi644,"2025-08-08 12:30:14","""acute cardiovascular injury"" = ""myocarditis, pericarditis, and others;"" not disaggregated by vaccine brand"
249,nos_xs_1,ejholmes,"2025-09-03 15:23:48","Unsure how representative their passive surveillance system is (guidance doc is in Korean)"
249,nos_xs_2,ejholmes,"2025-09-03 15:55:23","Large sample"
249,nos_xs_3,ejholmes,"2025-09-03 15:55:57","Some outcome reports are self-report & unverified"
249,nos_xs_3,calba1.mgh.harvard.edu,"2025-09-11 08:34:03","Agreed, especially for the text message surveys. Even the COVID-19 vaccination management system (which was the one specifically used to assess myocarditis/pericarditis), is described as: ""AEs reported to the CVMS are suspected cases and do not necessarily indicate a medically confirmed diagnosis."""
250,nos_cc_2,ulric063,"2025-09-25 21:44:08","We conducted an influenza rapid antigen test (RAT) or real-time reverse-transcription
polymerase chain reaction (RT-PCR) according to the standard protocols. RAT is performed
more frequently in Korea than PCR tests for cost and rapidity considerations. Because
RAT is known to be less sensitive, we limited this test to patients who underwent testing
within 48 h of symptom onset"
250,nos_cc_4,ulric063,"2025-09-25 21:43:26","Updated to 'no history of disease' to align with guidance"
250,nos_cc_6,moat0011,"2025-09-03 19:49:37","The history of vaccination was collected
through individual questionnaires, medical records, and the national immunization registry
of the Korea Disease Control and Prevention Agency (KDCA)."
251,rob_outcome_epi,joseph.ladines-lim.pennmedicine.upenn.edu,"2025-09-04 20:36:34","also in-hospital mortality"
252,rob_outcome_ve,joseph.ladines-lim.pennmedicine.upenn.edu,"2025-09-04 21:40:23","also medically-attended infection and emergency department visits"
253,nos_cc_4,ulric063,"2025-09-25 22:03:30","Updating to 'no history of disease' to align with guidance"
253,nos_cc_6,moat0011,"2025-09-03 19:55:29","Trained staff interviewed participants or their parent/guardian to
obtain demographic and clinical information and inquired about
receipt of current season influenza vaccination"
253,nos_cc_6,moat0011,"2025-09-03 19:55:58","I considered this ""less rigorously"" assessed"
253,ve_adult_vax_n_3,emeyerowit.montefiore.org,"2025-08-10 13:50:02","Note: age 18-49"
253,ve_adult_vax_n_4,emeyerowit.montefiore.org,"2025-08-10 13:55:12","18-49 years"
253,ve_child_vax_n,emeyerowit.montefiore.org,"2025-08-10 13:53:22","8 months-17 years"
253,ve_child_vax_n_2,emeyerowit.montefiore.org,"2025-08-10 13:53:10","8 months - 17 years"
253,ve_child_vax_n_3,emeyerowit.montefiore.org,"2025-08-10 13:52:00","8 months-17 years"
253,ve_child_vax_n_4,emeyerowit.montefiore.org,"2025-08-10 13:57:07","8 months to 17 years"
253,ve_elder_vax_n_3,emeyerowit.montefiore.org,"2025-08-10 13:49:07","Note this is for >50"
253,ve_elder_vax_n_4,emeyerowit.montefiore.org,"2025-08-10 13:54:34",">50 years"
254,ae_incidence_yn,flemi644,"2025-08-08 13:04:47","Incidence is per-dose rates per 100,000 doses"
254,ae_outcome1_vax_n,flemi644,"2025-08-08 13:05:00",doses
254,ae_outcome1_vax_n_2,flemi644,"2025-08-08 13:08:50",doses
254,ae_outcome1_vax_y,flemi644,"2025-08-08 13:08:11","Myocarditis vs Pericarditis differentiated in the text (page 6). Myo + peri = 25"
254,ae_outcome1_vax_yes_2,flemi644,"2025-08-08 13:09:28","Specified in the text."
254,nos_xs_1,ejholmes,"2025-09-03 16:02:32","Non-random, large sample of 2 states"
254,nos_xs_3,ejholmes,"2025-09-03 16:01:28","Mix of voluntary/mandatory reporting; Mix of med record and self-report; Temporal association of outcome only (not causal)"
254,rob_screen1,nebasta,"2025-09-27 11:32:55","NEB: Study is based on Aus AE Reporting System Reports (RR reported is ""Reporting Rate"" not ""Relative Risk"" - no comparator group to assess reports against."
255,nos_cc_4,ulric063,"2025-09-25 22:05:07","Updating to 'no history of disease' to align with guidance"
255,ve_adult_vax_n,emeyerowit.montefiore.org,"2025-08-10 14:07:14","age 15-64"
255,ve_child_em_ci,emeyerowit.montefiore.org,"2025-08-10 14:07:02","adjusted CI"
255,ve_child_vax_n,emeyerowit.montefiore.org,"2025-08-10 14:05:16","7 months to 14 years"
255,ve_overall_em_ci,emeyerowit.montefiore.org,"2025-08-10 14:10:37","adjusted CI"
259,nos_coh_8,ejholmes,"2025-09-04 14:51:53","States criteria for LTFU, but not detailed characteristics of those lost"
261,date_start_month,abersm.gmail.com,"2025-08-04 13:11:12","Specific time period not mentioned. Authors state, ""March 2023, at the time this study was 
conducted"" in first line of discussion section."
263,nos_coh_1,ejholmes,"2025-09-04 15:10:31","Large registry + Medicare claims"
263,nos_coh_3,ejholmes,"2025-09-04 15:15:47","Vaccination data relied on Medicare claims info; Potential for exposure misclassification depending on how individuals received vaccine (eg community events vs PCP)"
263,nos_coh_6,ejholmes,"2025-09-04 15:14:38","Claims data + cardiac monitoring data"
263,nos_coh_8,ejholmes,"2025-09-04 15:16:18","All ppts followed in registry"
265,ve_overall_em_ci,emeyerowit.montefiore.org,"2025-08-10 14:24:53","adjusted CI"
269,title,emeyerowit.montefiore.org,"2025-08-10 14:31:48","Vaccine in study: SK's Inactivated Quadrivalent Seasonal 
Influenza Vaccine (Fluarix Tetra)"
271,date_end_month,abersm.gmail.com,"2025-08-02 09:36:48","Last vaccination 7/2023"
271,nos_coh_1,ejholmes,"2025-09-04 15:24:10","Natl registry"
271,nos_coh_2,ulric063,"2025-09-22 12:10:35","The general population pre-pandemic comparator cohort
consisted of the population of Danish residents aged ⩾5 years who were alive and residing in Denmark on 1 January 2017"
271,nos_coh_4,ulric063,"2025-09-22 12:19:34","Outcome of interest may have been present for control group"
271,nos_coh_5,ulric063,"2025-09-22 12:12:45","Adjusted for sex"
274,domain_ae_include_vax,abersm.gmail.com,"2025-08-02 09:49:39","98% of vaccinations were Pfizer"
275,population,abersm.gmail.com,"2025-08-02 09:54:43","Age criteria not explicitly stated."
275,population_disagg,abersm.gmail.com,"2025-08-02 09:55:26","Age not disaggregated for each type of vaccine"
276,rob_outcome_ve,joseph.ladines-lim.pennmedicine.upenn.edu,"2025-09-04 22:13:12","also hospitalizations"
276,ve_comparator1,abersm.gmail.com,"2025-08-02 10:07:14","Note that P values in table 2 compare VE to standard dose QIV. However, VE calculated by comparing to unvaccinated."
276,ve_overall_vax_n,abersm.gmail.com,"2025-08-02 10:18:05","Data from table 2"
276,ve_overall_vax_n_2,abersm.gmail.com,"2025-08-02 10:18:29","Data from table 2"
276,ve_overall_vax_n_2_v2,abersm.gmail.com,"2025-08-02 10:25:54","Data from table 2"
276,ve_overall_vax_n_2_v2_v3,abersm.gmail.com,"2025-08-02 10:30:16","Data from table 2"
276,ve_overall_vax_n_3,abersm.gmail.com,"2025-08-02 10:18:35","Data from table 2"
276,ve_overall_vax_n_3_v2,abersm.gmail.com,"2025-08-02 10:25:48","Data from table 2"
276,ve_overall_vax_n_3_v2_v3,abersm.gmail.com,"2025-08-02 10:30:21","Data from table 2"
276,ve_overall_vax_n_v2,abersm.gmail.com,"2025-08-02 10:26:00","Data from table 2"
276,ve_overall_vax_n_v2_v3,abersm.gmail.com,"2025-08-02 10:30:10","Data from table 2"
276,ve_vax_type_v2_v3,abersm.gmail.com,"2025-08-02 10:28:04","QIV (Influvac Tetra or Vaxigrip Tetra). Standard dose."
276,ve_vax1_other_v2,abersm.gmail.com,"2025-08-02 10:22:30","All patients were age >= 70"
278,nos_cc_4,ulric063,"2025-09-25 22:06:06","Updating to 'no history of disease' to align with guidance"
278,nos_cc_6,moat0011,"2025-09-03 20:02:48","self-reported on questionnaire, recall bias possible"
278,population,abersm.gmail.com,"2025-08-03 16:23:06","NOTE: Age ranges in study do not match definitions here exactly. See next form for details"
278,ve_adult_vax_n,abersm.gmail.com,"2025-08-03 16:38:57","Actual age range in study: 18-59 years"
278,ve_adult_vax_n_2,abersm.gmail.com,"2025-08-03 16:52:01","Age 18-59"
278,ve_adult_vax_n_3,abersm.gmail.com,"2025-08-03 16:51:54","Age 18-59"
278,ve_adult_vax_n_7,abersm.gmail.com,"2025-08-03 16:44:23","Age 18-59"
278,ve_child_vax_n,abersm.gmail.com,"2025-08-03 16:38:23","Actual age range in study: 0-17 years"
278,ve_child_vax_n_2,abersm.gmail.com,"2025-08-03 16:50:49","Age 0-17"
278,ve_child_vax_n_3,abersm.gmail.com,"2025-08-03 16:50:57","Age 0-17"
